"","id","host_id","host_response_time","host_response_rate","host_accept_rate","superhost","n_host_listings","room_type","bedrooms","beds","price","n_reviews","rev_rating","rev_accuracy","rev_clean","rev_checkin","rev_comm","rev_location","rev_value","license","instant_bookable","waterfront","balcony","kitchen","oven","wifi","tv","coffee_maker","washer","dishwasher","free_parking","fireplace","hot_tub","gym","airco","greeting_host","crib","luggage_dropoff","single_level","changing_table","fire_extinguisher","security_cameras","carbon_monoxide_alarm","private_entry","mean_review"
"20",31945057,237150727,NA,NA,"100%",FALSE,3,"Hotel room",1,1,26,140,4.62,4.76,4.56,4.79,4.85,4.78,4.64,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,4.73
"21",32623608,245267147,"within an hour","88%","100%",FALSE,12,"Hotel room",1,1,26,25,4.64,4.76,4.36,4.88,4.84,4.83,4.67,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4.72333333333333
"22",7447719,34158425,NA,NA,NA,FALSE,2,"Private room",1,1,27,1,5,5,5,5,5,5,5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,5
"23",8641456,23748264,"within a few hours","100%","74%",TRUE,2,"Private room",1,1,27,170,4.79,4.88,4.79,4.91,4.86,4.64,4.65,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,4.78833333333333
"24",13561575,66377477,"within an hour","100%","100%",FALSE,1,"Private room",1,2,27,148,4.91,4.96,4.97,4.96,4.97,4.67,4.79,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,4.88666666666667
"25",36233004,711896,"within an hour","100%","43%",FALSE,5,"Private room",2,2,27,3,4.67,4.33,5,4.33,5,4,4,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4.44333333333333
"26",7795822,27151799,NA,NA,NA,FALSE,2,"Private room",1,1,28,23,4.96,5,4.96,4.95,4.96,4.82,4.95,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4.94
"27",9194027,3566142,NA,NA,NA,FALSE,3,"Private room",1,1,28,14,4.64,4.79,4.21,4.69,5,4.85,4.15,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4.615
"28",13986711,83008351,NA,NA,NA,FALSE,1,"Private room",1,1,28,1,4,5,4,5,5,4,4,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4.5
"29",21564625,156810863,"within a few hours","100%","0%",FALSE,1,"Private room",1,1,28,38,4.95,4.95,5,4.89,4.97,4.59,4.73,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,4.855
"30",35927687,251479377,"within an hour","97%","99%",FALSE,5,"Shared room",1,2,28,762,4.55,4.73,4.57,4.75,4.68,4.63,4.53,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4.64833333333333
"31",38459144,77272371,NA,NA,NA,FALSE,1,"Private room",1,1,28,2,5,4.5,4.5,4.5,4.5,5,5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4.66666666666667
"32",45072261,237150727,NA,NA,"100%",FALSE,3,"Hotel room",1,1,28,31,4.81,4.77,4.77,5,4.97,5,4.74,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,4.875
"33",9110045,47479242,NA,NA,NA,FALSE,3,"Private room",1,1,29,35,4.83,4.97,4.97,4.91,4.89,4.65,4.79,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4.86333333333333
"34",11051820,20773372,NA,NA,NA,FALSE,1,"Private room",1,1,29,3,3.67,4.67,3.67,5,5,4.67,4.33,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4.55666666666667
"35",18859385,131160277,NA,NA,NA,FALSE,1,"Private room",1,1,29,2,4.5,5,4,5,5,4,4,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4.5
"36",31023427,126214405,NA,NA,NA,FALSE,1,"Private room",1,1,29,63,4.63,4.81,4.49,4.76,4.81,4.59,4.6,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4.67666666666667
"37",34476107,14585159,NA,NA,NA,FALSE,2,"Private room",1,1,29,3,5,4,5,5,5,4.5,5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,4.75
"38",39023885,8767718,"within a day","55%","100%",FALSE,1,"Private room",3,3,29,30,4.5,4.47,4.57,4.93,4.7,4.63,4.63,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4.655
"39",5475024,28392380,NA,NA,"0%",TRUE,1,"Private room",1,2,30,66,4.5,4.65,4.97,4.71,4.78,4.06,4.45,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,4.60333333333333
"40",9924474,51015890,NA,NA,NA,FALSE,1,"Private room",1,2,30,6,4.5,4.33,3.33,4.67,4.5,4,4.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4.22166666666667
"41",10280513,35987026,NA,NA,NA,FALSE,1,"Private room",1,1,30,2,3.5,3,4,3.5,4.5,3,4,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3.66666666666667
"42",13689873,79773652,NA,NA,NA,FALSE,2,"Private room",1,1,30,2,4.5,4.5,3,4.5,4.5,4.5,3.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4.08333333333333
"43",19488475,134676393,NA,NA,NA,FALSE,1,"Private room",1,1,30,2,4.5,5,4.5,5,5,4.5,4.5,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4.75
"44",19704153,138712816,NA,NA,NA,FALSE,1,"Private room",1,1,30,1,4,5,4,5,5,5,5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4.83333333333333
"45",21070432,72364281,NA,NA,NA,TRUE,2,"Private room",1,2,30,127,4.91,4.91,4.92,4.97,4.98,4.46,4.78,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,4.83666666666667
"46",21671931,33954132,"within a few hours","100%","100%",FALSE,3,"Private room",1,1,30,77,4.66,4.84,4.7,4.89,4.88,4.51,4.66,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,4.74666666666667
"47",21789791,158787892,NA,NA,NA,FALSE,1,"Private room",1,1,30,12,4.73,4.91,4.55,4.91,5,4.91,4.55,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,4.805
"48",22922084,89466606,NA,NA,NA,FALSE,1,"Private room",1,1,30,1,4,4,4,4,4,3,4,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3.83333333333333
"49",25203051,190420555,NA,NA,NA,FALSE,1,"Private room",1,1,30,5,4,3.6,4.4,4.2,4.4,3.6,3.8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4
"50",26071210,13172125,"within a few hours","67%","87%",FALSE,1,"Private room",1,1,30,111,4.73,4.87,4.78,4.77,4.72,4.83,4.73,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,4.78333333333333
"51",28075122,60041757,NA,NA,NA,FALSE,3,"Private room",1,1,30,35,4.74,4.97,4.94,4.97,4.76,4.65,4.71,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,4.83333333333333
"52",28382281,29268751,"within a few hours","90%","81%",FALSE,3,"Private room",1,1,30,12,4.92,5,4.92,4.83,4.92,4.83,4.75,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4.875
"53",37847870,12294353,NA,NA,NA,FALSE,3,"Private room",NA,0,30,5,4.2,4.8,4,4.6,4.6,4.2,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4.36666666666667
"54",38632941,136557289,"within an hour","100%","100%",FALSE,2,"Private room",1,1,30,29,4.69,4.96,4.73,5,4.96,4.46,4.58,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4.78166666666667
"55",40715664,181701231,NA,NA,NA,FALSE,0,"Private room",1,NA,30,5,3.75,4.5,4.75,4,4,4.25,3.5,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4.16666666666667
"56",43906128,267653756,"within a day","100%","67%",FALSE,0,"Private room",1,2,30,2,5,5,4.5,5,5,4.5,5,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,4.83333333333333
"57",43913262,209053416,NA,NA,"0%",FALSE,0,"Private room",1,1,30,22,4.64,4.86,4.68,5,5,4.64,4.82,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4.83333333333333
"58",50222473,145200809,"within an hour","90%","100%",FALSE,0,"Entire home/apt",NA,1,30,1,5,5,5,5,5,5,5,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,5
"59",5962309,15402339,NA,NA,NA,FALSE,1,"Private room",1,1,31,2,5,4.5,5,5,5,5,5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,4.91666666666667
"60",32624425,245267147,"within an hour","88%","100%",FALSE,12,"Hotel room",1,1,31,12,4.83,5,4.75,5,5,5,5,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4.95833333333333
"61",35835542,269557466,"within a day","100%",NA,FALSE,0,"Private room",1,1,31,22,4.9,4.9,4.9,4.95,4.76,4.67,4.9,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4.84666666666667
"62",13266043,10711622,NA,NA,NA,FALSE,5,"Private room",1,1,32,5,4.4,4.2,4.6,4.8,4.4,4.4,3.8,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,4.36666666666667
"63",19339202,135485594,NA,NA,NA,FALSE,1,"Entire home/apt",1,1,32,1,5,5,5,5,5,5,5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,5
"64",19859427,29724632,NA,NA,NA,FALSE,1,"Private room",1,1,32,3,5,5,5,5,5,4,5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4.83333333333333
"65",35855352,251479377,"within an hour","97%","99%",FALSE,5,"Shared room",1,2,32,88,4.65,4.77,4.64,4.81,4.78,4.63,4.57,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,4.7
"66",9666347,49954026,NA,NA,NA,FALSE,1,"Private room",1,1,33,4,4,3.5,4,4,4.25,3.75,3.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,3.83333333333333
"67",13611328,78784301,NA,NA,NA,FALSE,1,"Private room",1,1,33,17,4.41,4.76,4.59,4.82,4.88,4.18,4.65,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4.64666666666667
"68",18479156,60041757,NA,NA,NA,FALSE,3,"Private room",1,1,33,144,4.72,4.88,4.83,4.82,4.84,4.68,4.7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,4.79166666666667
