"","id","host_id","host_response_time","host_response_rate","host_accept_rate","superhost","n_host_listings","room_type","bedrooms","beds","price","n_reviews","rev_rating","rev_accuracy","rev_clean","rev_checkin","rev_comm","rev_location","rev_value","license","instant_bookable","n_reviews_month","balcony","lake_access","waterfront","private_entry","workspace","backyard","beachfront","kitchen","oven","stove","wifi","fridge","iron","bed_linens","tv","dryer","coffee_maker","washer","microwave","shampoo","hot_water","hangers","dishwasher","freezer","heating","free_parking","breakfast","fireplace","hair_dryer","pool","sauna","hot_tub","gym","bbq","airco","greeting_host","crib","high_chair","pets_allow","elevator","single_level","baby_safety_gates","baby_bath","changing_table","baby_monitor","fire_extinguisher","smoke_alarm","security_cameras","carbon_monoxide_alarm","smart_lock","first_aid"
"11",44129,187728,"within a few hours","100%","46%",0,4,"Entire home/apt",1,1,"$115.00",178,98,10,10,10,10,10,9,NA,0,1.42,0,0,0,0,1,0,0,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,1
"12",46386,207342,NA,NA,NA,0,1,"Entire home/apt",1,1,"$150.00",3,93,10,9,9,9,8,8,NA,0,0.02,1,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"13",49552,225987,"within a few hours","100%","94%",1,1,"Entire home/apt",2,2,"$146.00",368,98,10,10,10,10,10,10,NA,0,2.98,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,1,0,1
"14",49790,227530,NA,NA,"33%",0,0,"Entire home/apt",2,2,"$250.00",103,99,10,9,10,10,10,9,NA,0,0.88,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1
"15",50515,231864,NA,NA,"60%",0,1,"Entire home/apt",3,3,"$115.00",17,95,10,10,10,10,9,10,NA,0,0.21,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"16",50523,231946,NA,NA,"100%",1,1,"Private room",1,1,"$118.00",307,97,10,10,10,10,10,10,NA,0,2.54,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
"17",52490,185836,NA,NA,"100%",0,1,"Private room",1,1,"$75.00",102,92,10,10,10,10,9,9,NA,1,0.83,1,0,0,0,1,0,0,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"18",53067,246493,"within an hour","100%","97%",0,1,"Private room",1,0,"$40.00",354,93,10,10,10,10,10,9,NA,1,2.89,0,0,0,1,1,0,0,1,0,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
"19",53671,247822,NA,NA,"100%",0,1,"Private room",1,1,"$95.00",309,91,9,9,10,10,9,9,NA,1,2.62,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
"20",55256,260785,NA,NA,"40%",0,1,"Private room",1,1,"$90.00",179,92,9,9,9,10,10,8,NA,1,1.5,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"21",55621,262846,NA,NA,"100%",0,1,"Entire home/apt",2,2,"$222.00",32,95,10,9,10,10,10,9,NA,0,0.26,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
"22",55807,263844,NA,NA,"50%",0,1,"Private room",1,1,"$65.00",157,97,10,10,10,10,9,10,NA,0,1.28,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"23",55868,264178,NA,NA,"33%",0,1,"Entire home/apt",2,2,"$149.00",95,97,10,10,10,10,10,10,NA,0,0.78,0,0,0,1,1,0,0,1,0,0,1,0,1,1,0,1,0,1,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
"24",58211,278253,"within an hour","100%","95%",1,4,"Private room",2,2,"$141.00",122,98,10,10,10,10,10,10,NA,1,1.18,0,0,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0
"25",62015,301340,NA,NA,"100%",0,1,"Entire home/apt",1,1,"$135.00",30,98,10,10,10,10,9,9,NA,0,0.25,1,0,0,0,1,0,0,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
"26",62801,306117,NA,NA,NA,0,1,"Entire home/apt",2,1,"$750.00",0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"27",64736,306192,NA,NA,NA,1,1,"Entire home/apt",1,1,"$189.00",103,98,10,10,10,10,10,10,NA,0,1.16,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,1,1,1,0,1,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1
"28",64769,312863,NA,NA,NA,0,1,"Entire home/apt",3,6,"$450.00",27,97,10,10,10,10,10,9,NA,0,0.23,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,1,0,1,0,1,1,1,0,0,1,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0
"29",67841,335166,"a few days or more","0%","0%",0,3,"Entire home/apt",1,1,"$106.00",16,94,10,10,10,9,10,9,NA,0,0.18,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,1,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"30",68290,336950,"within an hour","86%","100%",1,2,"Private room",1,2,"$66.00",659,96,10,10,10,10,10,10,NA,0,5.55,0,0,0,1,1,0,0,0,0,0,1,1,1,1,0,1,1,1,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1
"31",68873,336950,"within an hour","86%","100%",1,2,"Private room",1,1,"$59.00",579,96,10,10,10,10,10,9,NA,0,4.85,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,1,1,1,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1
"32",70598,339333,NA,NA,"91%",1,1,"Private room",1,1,"$40.00",108,95,10,10,10,10,9,10,NA,0,1.87,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
"33",73208,381900,"within a day","100%","83%",1,2,"Entire home/apt",2,0,"$220.00",62,99,10,10,10,10,10,10,NA,0,0.52,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
"34",75382,399879,"within a few hours","100%","97%",1,3,"Private room",1,2,"$55.00",254,95,10,9,10,10,10,9,NA,1,2.18,1,0,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"35",75444,399879,"within a few hours","100%","97%",1,3,"Private room",1,1,"$70.00",324,94,10,9,10,10,10,9,NA,1,2.79,0,0,0,1,1,0,0,0,0,0,1,1,1,0,1,1,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"36",75499,400896,NA,NA,NA,0,2,"Private room",1,1,"$80.00",33,99,10,10,10,10,10,10,NA,0,0.3,0,0,0,1,1,0,0,1,0,0,1,0,1,1,1,1,0,1,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0
"37",76459,400896,NA,NA,NA,0,2,"Private room",1,2,"$80.00",16,97,10,10,10,10,10,10,NA,0,0.14,0,0,0,1,1,0,0,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
"38",76668,409579,NA,NA,"100%",1,1,"Hotel room",2,2,"$145.00",64,97,10,10,10,10,10,9,NA,0,1.18,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,1,1,0,0,1,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,1,0,1
"39",80635,436145,NA,NA,"100%",0,3,"Private room",1,1,"$109.00",218,95,10,10,10,10,10,9,NA,1,1.84,0,0,1,0,1,0,0,0,0,0,1,1,1,1,0,1,1,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1
"40",82482,186729,"within an hour","100%","99%",0,1,"Entire home/apt",NA,2,"$106.00",858,89,10,9,10,10,10,9,NA,0,7.42,0,0,0,0,1,1,0,1,1,0,1,1,1,1,0,1,1,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0
"41",82748,450453,"within an hour","100%","63%",0,2,"Entire home/apt",1,2,"$249.00",131,96,10,9,10,10,10,9,NA,0,1.11,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"42",83814,457263,"within an hour","100%","43%",0,1,"Entire home/apt",NA,1,"$45.00",157,94,9,9,9,9,10,9,NA,0,1.33,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"43",84057,459028,"within a day","100%","100%",0,30,"Hotel room",1,1,"$72.00",94,95,10,10,10,10,10,9,NA,1,0.82,1,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
"44",91535,494281,NA,NA,"100%",0,1,"Private room",1,1,"$95.00",44,95,10,9,10,10,10,9,NA,0,0.38,1,0,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1
"45",96048,510526,"within a few hours","100%","90%",0,1,"Private room",1,2,"$46.00",197,86,9,10,10,10,10,9,NA,0,2.77,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,0,1,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1
"46",97221,195859,"within an hour","100%","97%",1,2,"Private room",1,2,"$55.00",196,91,10,10,10,10,9,9,NA,0,1.71,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,1,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0
"47",107195,249794,"a few days or more","0%",NA,0,1,"Entire home/apt",1,1,"$150.00",37,95,9,9,10,10,9,9,NA,1,0.33,0,0,0,0,0,1,0,1,0,1,1,1,1,0,1,1,0,1,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"48",108890,563208,NA,NA,NA,0,1,"Entire home/apt",1,2,"$100.00",3,100,10,10,10,10,10,10,NA,0,0.07,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"49",118097,538659,"within a few hours","100%","99%",1,2,"Private room",1,0,"$43.00",398,97,10,10,10,10,10,10,NA,0,3.76,1,0,0,1,1,0,0,0,0,0,1,0,1,1,0,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1
"50",130390,642044,NA,NA,NA,0,1,"Private room",1,1,"$80.00",29,97,10,10,10,10,10,10,NA,0,0.26,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"51",137901,673879,NA,NA,NA,0,0,"Entire home/apt",1,1,"$165.00",28,90,9,9,10,9,9,9,NA,0,0.26,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"52",141708,689016,NA,NA,"0%",1,2,"Entire home/apt",2,2,"$145.00",86,95,9,10,10,10,9,9,NA,0,0.75,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,1,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"53",148132,715549,NA,NA,NA,0,1,"Private room",1,1,"$37.00",4,95,10,10,10,10,10,10,NA,0,0.15,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"54",155548,748161,NA,NA,NA,0,1,"Entire home/apt",1,1,"$150.00",21,95,10,10,10,10,9,9,NA,0,0.19,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"55",162467,776296,"within an hour","100%","43%",0,1,"Entire home/apt",1,1,"$160.00",56,95,10,9,10,10,9,9,NA,0,0.58,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
"56",165833,790547,"within a day","100%","56%",0,1,"Entire home/apt",3,4,"$112.00",41,97,10,10,10,10,10,10,NA,0,0.54,1,0,0,0,1,0,0,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1
"57",168769,436145,NA,NA,"100%",0,3,"Private room",1,1,"$118.00",256,91,10,10,10,10,10,9,NA,1,2.28,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1
"58",169356,806976,NA,NA,"100%",0,1,"Entire home/apt",1,1,"$157.00",22,100,10,10,10,10,10,10,NA,0,0.2,1,0,0,0,1,0,0,1,1,0,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1
"59",171054,815989,NA,NA,NA,0,1,"Entire home/apt",2,3,"$120.00",103,95,10,10,10,10,9,9,NA,0,0.9,1,0,0,0,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1
"60",171498,818319,NA,NA,"83%",0,0,"Entire home/apt",3,2,"$249.00",5,100,10,10,10,10,10,10,NA,0,0.45,1,0,0,1,1,0,0,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
"61",171631,818479,NA,NA,"39%",0,1,"Entire home/apt",3,3,"$97.00",48,96,9,9,10,10,9,9,NA,0,0.42,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
"62",174592,834139,NA,NA,"100%",0,1,"Entire home/apt",1,1,"$170.00",139,86,8,7,8,8,9,7,NA,0,1.22,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"63",175989,58458,"within a few hours","100%","88%",0,1,"Entire home/apt",1,2,"$200.00",102,97,10,9,10,10,10,10,NA,0,0.91,1,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1
"64",179528,856540,"within a few hours","100%","100%",0,2,"Entire home/apt",2,2,"$275.00",27,89,9,9,10,10,9,9,NA,0,0.24,1,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1
"65",182839,876866,NA,NA,NA,0,1,"Entire home/apt",2,2,"$125.00",15,98,10,10,10,10,10,10,NA,0,0.14,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
"66",189754,915591,"within an hour","100%","100%",1,1,"Private room",1,3,"$113.00",186,95,10,10,10,10,10,9,NA,1,1.65,0,0,0,1,1,1,0,0,0,0,1,1,1,0,1,1,1,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,1,1,0,1,0,1
"67",193038,935742,"within a few hours","100%","100%",0,2,"Private room",1,1,"$70.00",598,99,10,10,10,10,10,10,NA,1,5.31,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1
"68",198307,967796,NA,NA,"100%",0,1,"Entire home/apt",1,1,"$129.00",41,99,10,10,10,10,10,10,NA,0,0.36,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"69",199844,976652,NA,NA,NA,0,1,"Entire home/apt",1,2,"$99.00",42,96,10,10,10,10,9,9,NA,0,0.37,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
"70",200461,539840,"within an hour","67%","50%",0,1,"Entire home/apt",NA,3,"$71.00",42,87,9,9,9,10,9,8,NA,0,0.37,0,0,0,1,1,0,0,1,1,1,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
"71",201322,542540,"within a few hours","100%","78%",0,1,"Entire home/apt",1,3,"$81.00",68,93,10,10,10,10,10,9,NA,0,0.61,1,0,0,1,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"72",203658,999036,NA,NA,NA,0,1,"Entire home/apt",3,4,"$284.00",24,97,10,10,10,10,10,9,NA,0,0.22,1,0,0,0,1,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"73",205759,1011967,NA,NA,NA,0,1,"Entire home/apt",1,1,"$99.00",2,90,10,10,10,10,9,8,NA,0,0.03,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"74",212050,887591,NA,NA,"75%",0,1,"Entire home/apt",2,3,"$246.00",20,96,10,9,10,10,10,9,NA,0,0.19,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"75",213721,599238,NA,NA,"0%",0,1,"Entire home/apt",1,1,"$151.00",41,99,10,10,10,10,10,9,NA,0,0.37,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1
"76",214531,1107389,"within a few hours","100%","70%",1,1,"Private room",1,2,"$110.00",168,96,10,10,10,10,10,9,NA,0,1.52,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,0,1,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
"77",219276,1135329,"within a few hours","100%","100%",0,2,"Private room",1,1,"$245.00",10,100,10,10,10,10,10,9,NA,0,0.1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
"78",222516,1155595,NA,NA,"100%",1,1,"Entire home/apt",1,1,"$113.00",130,94,10,10,10,10,9,9,NA,0,1.17,1,0,0,0,1,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
