"","id","host_id","host_response_time","host_response_rate","host_accept_rate","superhost","n_host_listings","room_type","bedrooms","beds","price","n_reviews","rev_rating","rev_accuracy","rev_clean","rev_checkin","rev_comm","rev_location","rev_value","license","instant_bookable","waterfront","balcony","kitchen","oven","wifi","tv","coffee_maker","washer","dishwasher","free_parking","fireplace","hot_tub","gym","airco","greeting_host","crib","luggage_dropoff","single_level","changing_table","fire_extinguisher","security_cameras","carbon_monoxide_alarm","private_entry"
"47",168769,436145,"within an hour","98%","100%",FALSE,4,"Private room",1,1,80,263,4.57,4.64,4.75,4.76,4.7,4.96,4.38,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
"48",169356,806976,"within a day","100%","40%",FALSE,1,"Entire home/apt",1,1,157,23,5,5,5,5,5,4.95,4.95,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
"49",171054,815989,NA,NA,NA,FALSE,1,"Entire home/apt",2,3,120,103,4.75,4.82,4.77,4.96,4.97,4.73,4.75,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
"50",171631,818479,"a few days or more","0%","0%",FALSE,1,"Entire home/apt",3,3,97,48,4.79,4.63,4.6,4.92,4.85,4.44,4.54,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"51",174592,834139,NA,NA,NA,FALSE,1,"Entire home/apt",1,1,170,139,4.3,4.41,3.89,4.51,4.56,4.64,4.32,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
"52",179528,856540,"within an hour","100%","100%",FALSE,2,"Entire home/apt",2,2,250,27,4.46,4.71,4.33,4.79,4.92,4.58,4.39,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
"53",182839,876866,NA,NA,NA,FALSE,1,"Entire home/apt",2,2,125,15,4.89,4.92,4.85,5,5,4.77,4.85,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"54",188347,907405,"within a few hours","100%","100%",FALSE,2,"Private room",1,1,40,369,4.65,4.7,4.81,4.84,4.88,4.48,4.5,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"55",189754,915591,"within an hour","100%","100%",TRUE,1,"Entire home/apt",1,3,150,193,4.76,4.84,4.83,4.93,4.94,4.93,4.6,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE
"56",190943,922787,NA,NA,NA,FALSE,1,"Entire home/apt",2,2,80,10,4.3,4.4,3.9,4.5,4.6,4.4,4.4,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
"57",193038,935742,"within an hour","100%","100%",TRUE,2,"Private room",1,1,88,605,4.96,4.96,4.98,4.99,4.97,4.95,4.89,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
"58",199844,976652,NA,NA,NA,FALSE,1,"Entire home/apt",1,2,99,42,4.8,4.85,4.95,4.98,5,4.54,4.37,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"59",203658,999036,NA,NA,NA,FALSE,1,"Entire home/apt",3,4,284,24,4.86,4.96,4.78,5,4.91,4.74,4.74,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"60",205759,1011967,NA,NA,NA,FALSE,1,"Entire home/apt",1,1,99,2,4.5,5,5,5,5,4.5,4,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"61",212050,887591,"within an hour","100%","0%",FALSE,1,"Entire home/apt",2,3,246,20,4.78,4.79,4.53,5,5,4.84,4.53,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
"62",213371,1100324,"within a few hours","100%","100%",TRUE,0,"Entire home/apt",3,4,200,22,4.86,4.85,4.24,4.95,5,4.86,4.62,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
"63",213721,599238,NA,NA,NA,FALSE,1,"Entire home/apt",1,1,151,41,4.95,4.95,4.78,4.93,4.95,4.75,4.68,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"64",214531,1107389,"within a few hours","100%","63%",TRUE,1,"Private room",1,2,99,169,4.83,4.86,4.78,4.88,4.84,4.88,4.74,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
"65",219276,1135329,"within an hour","100%","100%",FALSE,2,"Private room",1,1,245,10,5,5,5,5,5,5,4.67,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
"66",222516,1155595,"within an hour","100%","100%",TRUE,1,"Entire home/apt",1,1,119,135,4.71,4.82,4.77,4.86,4.88,4.53,4.54,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
"67",230710,1205924,NA,NA,NA,FALSE,1,"Entire home/apt",2,2,125,16,4.57,4.79,4.86,4.86,4.93,4.79,4.71,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"68",245927,1005087,"within an hour","100%","100%",TRUE,2,"Entire home/apt",2,3,264,112,4.82,4.91,4.87,4.86,4.85,4.97,4.63,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE
"69",247805,1298735,"within a few hours","100%","100%",TRUE,1,"Private room",1,0,122,344,4.86,4.93,4.88,4.94,4.95,4.86,4.74,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
